,Teachings,Period,Professor,Course,Anno,Sede,CAMPUS,PDS_COD,room_size,Partition,k,grappolo,qualifica,k,Course_ID
2986,LABORATORIO DI GOVERNANCE LOCALE E CO-PRODUZIONE_EM11,3° Periodo,5591179,EM11,1,VENEZIA,San Giobbe,GGG,4,NO,3,a scelta,Professore Ordinario,,EM11_GGG1
2987,METODOLOGIA DELLA RICERCA SOCIALE PER IL MANAGEMENT_EM7,3° Periodo,5591179,EM7,1,VENEZIA,San Giobbe,GGG,4,NO,3,a scelta,Professore Ordinario,,EM7_GGG1
2988,STRUMENTI OPERATIVI PER LE DECISIONI DI MARKETING_ET11,1° Periodo,5590200,ET11,3,,San Giobbe,EA0,8,NO,3,a scelta,Professoressa Associata,,ET11_EA03
2989,COMMUNICATION AND SOCIAL MEDIA MARKETING-1_EM13,1° Periodo,5590200,EM13,2,,San Giobbe,IMK,7,NO,3,Obbligatorio,Professoressa Associata,,EM13_IMK2
2990,COMMUNICATION AND SOCIAL MEDIA MARKETING-2_EM13,2° Periodo,5590200,EM13,2,,San Giobbe,IMK,6,NO,3,Obbligatorio,Professoressa Associata,,EM13_IMK2
2991,COMUNICAZIONE E DIGITAL MARKETING - 2_EM7,2° Periodo,5590200,EM7,1,,San Giobbe,GGG,6,NO,3,Obbligatorio,Professoressa Associata,,EM7_GGG1
2992,LINGUA GIAPPONESE 2_LM40,I Semestre,10488977,LM40,2,VENEZIA,Polo didattico San Basilio (Magazzino 5),LEIG,5,NO,3,Obbligatorio,Ricercatore,,LM40_LEIG2
2993,RELAZIONI INTERNAZIONALI (GIAPPONE)_LT40,I Semestre,10488977,LT40,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),G,7,NO,3,a scelta,Ricercatore,,LT40_G3
2994,STORIA DEL GIAPPONE 1_LT40_M-Z,I Semestre,10488977,LT40,1,VENEZIA,Santa Marta,G,8,M-Z,3,Obbligatorio,Ricercatore,,LT40_G1
2995,STORIA DEL GIAPPONE 1_LT40_A-L,I Semestre,10488977,LT40,1,VENEZIA,Santa Marta,G,8,A-L,3,Obbligatorio,Ricercatore,,LT40_G1
2996,LABORATORIO DI AMMINISTRAZIONE DI SISTEMA_CT3,II Semestre,5590468,CT3,3,VENEZIA,Campus scientifico via Torino (edificio Zeta),TSI,2,NO,3,a scelta,Tecnico Amministrativo,,CT3_TSI3
2997,STORIA DEL TEATRO DEL GIAPPONE_LT40,II Semestre,27032512,LT40,2,VENEZIA,Polo didattico San Basilio (Architettura temporanea),G,8,NO,3,a scelta,,,LT40_G2
2998,LETTERATURA ARMENA 2_LT40,II Semestre,5591704,LT40,2,VENEZIA,San Sebastiano,VMO,2,NO,3,a scelta,Professore Ordinario,,LT40_VMO2
2999,STORIA DELL'EURASIA MODERNA E CONTEMPORANEA_LM20,II Semestre,5591704,LM20,1,VENEZIA,Rio Nuovo,G,4,NO,3,a scelta,Professore Ordinario,,LM20_G1
3000,STORIA DELL'EURASIA MODERNA E CONTEMPORANEA_LM60,II Semestre,5591704,LM60,1,,Rio Nuovo,GGG,4,NO,3,a scelta,Professore Ordinario,,LM60_GGG1
3001,STORIA DELL'EURASIA MODERNA E CONTEMPORANEA_LM3,II Semestre,5591704,LM3,1,,Rio Nuovo,C,4,NO,3,a scelta,Professore Ordinario,,LM3_C1
3002,STORIA DELLE RELIGIONI NELLO SPAZIO EURASIATICO DALL'IMPERO RUSSO ALLE REPUBBLICHE POST-SOVIETICHE_LM20,I Semestre,5591704,LM20,1,VENEZIA,Ca' Dolfin - Saoneria,VMO,4,NO,3,a scelta,Professore Ordinario,,LM20_VMO1
3003,STORIA DEL CAUCASO E DELL'ASIA CENTRALE MODERNA E CONTEMPORANEA_LT40,II Semestre,5591704,LT40,1,VENEZIA,Rio Nuovo,VMO,4,NO,3,a scelta,Professore Ordinario,,LT40_VMO1
3004,LETTERATURA ARMENA 1 (INTRODUZIONE ALLA CULTURA ARMENA)_LT40,I Semestre,5591704,LT40,1,VENEZIA,Ca' Dolfin - Saoneria,VMO,4,NO,3,a scelta,Professore Ordinario,,LT40_VMO1
3005,LINGUA ANGLO-AMERICANA 1_LT10_Classe 1,II Semestre,5592209,LT10,1,VENEZIA,Ca' Dolfin - Saoneria,C,5,Classe 1,3,a scelta,Professore Associato,,LT10_C1
3006,AMERICAN LITERATURE 1 MOD. 1_LM3,I Semestre,5592209,LM3,1,,San Sebastiano,J00,1,NO,3,a scelta,Professore Associato,,LM3_J001
3007,AMERICAN LITERATURE 1 MOD. 1_LM5,I Semestre,5592209,LM5,1,,San Sebastiano,J,1,NO,3,a scelta,Professore Associato,,LM5_J1
3008,LINGUA ANGLO-AMERICANA 3_LT10,II Semestre,5592209,LT10,3,,Rio Nuovo,C,4,NO,3,a scelta,Professore Associato,,LT10_C3
3009,LETTERATURE ANGLO-AMERICANE 3_LT10,I Semestre,5592209,LT10,3,VENEZIA,Aula Barbarigo,C,5,NO,3,a scelta,Professore Associato,,LT10_C3
3010,FINANZA AZIENDALE_ET4,2° Periodo,5591995,ET4,3,VENEZIA,San Giobbe,C00,4,NO,3,Obbligatorio,Professoressa Associata,,ET4_C003
3011,FINANZA AZIENDALE_ET30,3° Periodo,5591995,ET30,3,TREVISO,Treviso - Palazzo San Paolo,CE,7,NO,3,Obbligatorio,Professoressa Associata,,ET30_CE3
3012,FINANCING HIGH GROWTH FIRMS_ET7,3° Periodo,5591995,ET7,2,RONCADE,H-Campus,GGG,5,NO,3,Obbligatorio,Professoressa Associata,,ET7_GGG2
3013,FINANCIAL REPORTING_EM15,2° Periodo,5591995,EM15,1,VENEZIA,San Giobbe,QFR,4,NO,3,Obbligatorio,Professoressa Associata,,EM15_QFR1
3014,FINANZA AZIENDALE_ET11_A-Di ,1° Periodo,24175816,ET11,3,,San Giobbe,EA0,8,A-Di ,3,Obbligatorio,Ricercatrice,,ET11_EA03
3015,ADVANCED CORPORATE FINANCE AND SUSTAINABLE CORPORATE STRATEGY-1_EM15,1° Periodo,24175816,EM15,1,VENEZIA,San Giobbe,SFI,5,NO,3,Obbligatorio,Ricercatrice,,EM15_SFI1
3016,ADVANCED CORPORATE FINANCE_EM15,1° Periodo,24175816,EM15,2,VENEZIA,San Giobbe,QFR,5,NO,3,Obbligatorio,Ricercatrice,,EM15_QFR2
3017,ADVANCED CORPORATE FINANCE AND SUSTAINABLE CORPORATE STRATEGY-2_EM15,2° Periodo,24175816,EM15,1,VENEZIA,San Giobbe,SFI,4,NO,3,Obbligatorio,Ricercatrice,,EM15_SFI1
3018,FINANCIAL POLICIES & INVESTMENT STRATEGIES - 1_EM13,1° Periodo,24175816,EM13,2,,San Giobbe,AF,4,NO,3,Obbligatorio,Ricercatrice,,EM13_AF2
3019,FINANZA AZIENDALE_ET11_Dl-Pas ,1° Periodo,25180728,ET11,3,,San Giobbe,EA0,7,Dl-Pas ,3,Obbligatorio,,,ET11_EA03
3020,FINANZA AZIENDALE_ET11_Pat-Z ,1° Periodo,9537648,ET11,3,,San Giobbe,EA0,7,Pat-Z ,3,Obbligatorio,,,ET11_EA03
3021,ADVANCED MANAGEMENT CONTROL_EM13,3° Periodo,5591814,EM13,1,,San Giobbe,AF,5,NO,3,a scelta,Ricercatrice,,EM13_AF1
3022,ACCOUNTING AND BUSINESS ADMINISTRATION - 1_ET4,1° Periodo,5591814,ET4,1,VENEZIA,San Giobbe,M00,8,NO,3,Obbligatorio,Ricercatrice,,ET4_M001
3023,PSICOLOGIA GENERALE GRUPPO DI LAVORO_FT2_Classe 3,II Semestre,26943760,FT2,2,,Palazzo Moro,FORM,4,Classe 3,1,a scelta,Docente a contratto,,FT2_FORM2
3024,PSICOLOGIA GENERALE GRUPPO DI LAVORO_FT4_Classe 3,II Semestre,26943760,FT4,1,,Palazzo Moro,GGG,4,Classe 3,1,a scelta,Docente a contratto,,FT4_GGG1
3025,PSICOLOGIA GENERALE GRUPPO DI LAVORO_FT4_Classe 2,II Semestre,26943760,FT4,1,,Palazzo Moro,GGG,4,Classe 2,1,a scelta,Docente a contratto,,FT4_GGG1
3026,PSICOLOGIA GENERALE GRUPPO DI LAVORO_FT2_Classe 2,II Semestre,26943760,FT2,1,,Palazzo Moro,FILSTO,4,Classe 2,1,a scelta,Docente a contratto,,FT2_FILSTO1
3027,ESERCITAZIONI DI LINGUA INGLESE MOD. 2A_LT40_F-O,II Semestre,26460600,LT40,1,VENEZIA,Malcanton Marcorà,C,5,F-O,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_C1
3028,ESERCITAZIONI DI LINGUA INGLESE  MOD. 1A_LT40_A-E,I Semestre,26460600,LT40,1,VENEZIA,San Sebastiano,C,2,A-E,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_C1
3029,ESERCITAZIONI DI LINGUA INGLESE MOD. 2A_LT40_P-Z,II Semestre,26460600,LT40,1,VENEZIA,Malcanton Marcorà,C,5,P-Z,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_C1
3030,ESERCITAZIONI DI LINGUA INGLESE  MOD. 1A_LT40_F-O,I Semestre,26460600,LT40,1,VENEZIA,San Sebastiano,C,2,F-O,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_C1
3031,ESERCITAZIONI DI LINGUA INGLESE MOD. 2A_LT40_A-E,II Semestre,26460600,LT40,1,VENEZIA,Malcanton Marcorà,C,5,A-E,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_C1
3032,ESERCITAZIONI DI LINGUA INGLESE  MOD. 1A_LT40_P-Z,I Semestre,26460600,LT40,1,VENEZIA,San Sebastiano,C,2,P-Z,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_C1
3033,INTERNATIONAL LAW MOD. 1_LM60,II Semestre,6727210,LM60,1,,Cinema Multisala Rossini,GGG,5,NO,3,Obbligatorio,Professoressa Associata,,LM60_GGG1
3034,INTERNATIONAL LAW MOD. 2_LM60,II Semestre,6727210,LM60,1,,Cinema Multisala Rossini,GGG,5,NO,3,Obbligatorio,Professoressa Associata,,LM60_GGG1
3035,INTERNATIONAL LAW_LT6,2° Periodo,6727210,LT6,3,,San Sebastiano,GGG,5,NO,3,Obbligatorio,Professoressa Associata,,LT6_GGG3
3036,FONDAMENTI DI LINGUISTICA I_FT3_A,1° Periodo,5593086,FT3,1,VENEZIA,San Sebastiano,ANT,5,A,3,a scelta,Professoressa Ordinaria,,FT3_ANT1
3037,FONDAMENTI DI LINGUISTICA I_FT5_A,1° Periodo,5593086,FT5,3,,San Sebastiano,ARC,5,A,3,a scelta,Professoressa Ordinaria,,FT5_ARC3
3038,ESERCITAZIONI DI FONDAMENTI DI LINGUISTICA I_FT3_B,4° Periodo,5593086,FT3,1,VENEZIA,San Sebastiano,ANT,2,B,1,a scelta,Professoressa Ordinaria,,FT3_ANT1
3039,ESERCITAZIONI DI FONDAMENTI DI LINGUISTICA I_FT5_B,4° Periodo,5593086,FT5,3,,San Sebastiano,ARC,2,B,1,a scelta,Professoressa Ordinaria,,FT5_ARC3
3040,FONDAMENTI DI LINGUISTICA II_FT3_A,2° Periodo,5593086,FT3,1,VENEZIA,Polo didattico San Basilio (Magazzino 5),ANT,7,A,3,a scelta,Professoressa Ordinaria,,FT3_ANT1
3041,ESERCITAZIONI DI FONDAMENTI DI LINGUISTICA I_FT3_A,2° Periodo,5593086,FT3,1,VENEZIA,San Sebastiano,ANT,4,A,1,a scelta,Professoressa Ordinaria,,FT3_ANT1
3042,ESERCITAZIONI DI FONDAMENTI DI LINGUISTICA I_FT5_A,2° Periodo,5593086,FT5,3,,San Sebastiano,ARC,4,A,1,a scelta,Professoressa Ordinaria,,FT5_ARC3
3043,LINGUE ED EPIGRAFIE DELL'ITALIA ANTICA SP._FM2,II Semestre,5593086,FM2,3,VENEZIA,San Sebastiano,S00,5,NO,3,a scelta,Professoressa Ordinaria,,FM2_S003
3044,FONDAMENTI DI LINGUISTICA II_FT3_B,4° Periodo,5591836,FT3,1,VENEZIA,San Sebastiano,ANT,5,B,3,a scelta,Professoressa Associata,,FT3_ANT1
3045,FONDAMENTI DI LINGUISTICA I_FT3_B,3° Periodo,5591836,FT3,1,VENEZIA,San Sebastiano,ANT,5,B,3,a scelta,Professoressa Associata,,FT3_ANT1
3046,FONDAMENTI DI LINGUISTICA I_FT5_B,3° Periodo,5591836,FT5,3,,San Sebastiano,ARC,5,B,3,a scelta,Professoressa Associata,,FT5_ARC3
3047,LINGUISTICA GENERALE SP._FM4,II Semestre,5591836,FM4,3,VENEZIA,San Sebastiano,MOD,4,NO,3,a scelta,Professoressa Associata,,FM4_MOD3
3048,LINGUISTICA GENERALE SP._FM2,II Semestre,5591836,FM2,3,VENEZIA,San Sebastiano,S00,4,NO,3,a scelta,Professoressa Associata,,FM2_S003
3049,LINGUISTICA INDOEUROPEA SP._FM4,I Semestre,5591836,FM4,3,VENEZIA,San Sebastiano,MED,2,NO,3,a scelta,Professoressa Associata,,FM4_MED3
3050,LINGUISTICA INDOEUROPEA SP._FM2,I Semestre,5591836,FM2,3,VENEZIA,San Sebastiano,S00,2,NO,3,a scelta,Professoressa Associata,,FM2_S003
3051,DIRITTO DEL LAVORO_ET11,2° Periodo,5593005,ET11,2,VENEZIA,San Giobbe,EA0,8,NO,3,a scelta,Professore Ordinario,,ET11_EA02
3052,DIRITTO DEL LAVORO NELLA GESTIONE D'IMPRESA_EM6,4° Periodo,5593005,EM6,1,VENEZIA,San Giobbe,GGG,6,NO,3,Obbligatorio,Professore Ordinario,,EM6_GGG1
3053,DIRITTO DELLE RELAZIONI INDUSTRIALI E NUOVE TECNOLOGIE_EM4,3° Periodo,5593005,EM4,1,,San Giobbe,GGG,2,NO,3,a scelta,Professore Ordinario,,EM4_GGG1
3054,TRAINEESHIP_CT9,2° Periodo,26340079,CT9,1,VENEZIA,Campus scientifico via Torino (edificio Zeta),GGG,5,NO,3,Obbligatorio,Docente a contratto,,CT9_GGG1
3055,Domestic and International Climate Policies_A40,II Semestre,5592277,A40,1,VENEZIA,Campus scientifico via Torino (edificio Delta),CE,2,NO,3,Obbligatorio,Professore Ordinario,,A40_CE1
3056,Domestic and International Climate Policies_R243,II Semestre,5592277,R243,1,VENEZIA,Campus scientifico via Torino (edificio Delta),CE,2,NO,3,Obbligatorio,Professore Ordinario,,R243_CE1
3057,"IMPATTI, ADATTAMENTO E MITIGAZIONE DEI CAMBIAMENTI CLIMATICI_CM5",I Semestre,5592277,CM5,1,VENEZIA,Campus scientifico via Torino (edificio Delta),CAP,2,NO,3,Obbligatorio,Professore Ordinario,,CM5_CAP1
3058,ENVIRONMENTAL AND CLIMATE ECONOMICS_CM5,II Semestre,5592277,CM5,1,VENEZIA,Campus scientifico via Torino (edificio Delta),GCS,2,NO,3,Obbligatorio,Professore Ordinario,,CM5_GCS1
3059,LINGUA CINESE CLASSICA 1 MOD. 1_LT40_A-E,I Semestre,5590139,LT40,2,VENEZIA,Polo didattico San Basilio (Magazzino 5),C,7,A-E,3,Obbligatorio,Professore Ordinario,,LT40_C2
3060,LINGUA CINESE CLASSICA 1 MOD. 1_LT40_F-O,I Semestre,5590139,LT40,2,VENEZIA,Polo didattico San Basilio (Magazzino 5),C,5,F-O,3,Obbligatorio,Professore Ordinario,,LT40_C2
3061,LINGUA CINESE CLASSICA 1 MOD. 1_LT40_P-Z,I Semestre,5590139,LT40,2,VENEZIA,Rio Nuovo,C,7,P-Z,3,Obbligatorio,Professore Ordinario,,LT40_C2
3062,FONTI MANOSCRITTE E TRASMISSIONE DEL SAPERE NELLA CINA ANTICA_FM10,I Semestre,5590139,FM10,3,VENEZIA,Polo didattico San Basilio (Architettura temporanea),ASIA,3,NO,3,a scelta,Professore Ordinario,,FM10_ASIA3
3063,FONTI MANOSCRITTE E TRASMISSIONE DEL SAPERE NELLA CINA ANTICA_LM20,I Semestre,5590139,LM20,1,VENEZIA,Polo didattico San Basilio (Architettura temporanea),C,3,NO,3,a scelta,Professore Ordinario,,LM20_C1
3064,LINGUA CINESE CLASSICA 1 MOD. 2_LT40_F-O,II Semestre,5668655,LT40,2,VENEZIA,Santa Marta,C,8,F-O,3,Obbligatorio,Professoressa Associata,,LT40_C2
3065,LINGUA CINESE CLASSICA 1 MOD. 2_LT40_A-E,II Semestre,5668655,LT40,2,VENEZIA,Santa Marta,C,8,A-E,3,Obbligatorio,Professoressa Associata,,LT40_C2
3066,LETTERATURA CINESE 1_LT40_M-Z,II Semestre,5668655,LT40,1,VENEZIA,Santa Marta,C,8,M-Z,3,Obbligatorio,Professoressa Associata,,LT40_C1
3067,PERCORSI TEMATICI DI LETTERATURA CINESE PREMODERNA_LM20,II Semestre,5668655,LM20,1,VENEZIA,Polo didattico San Basilio (Architettura temporanea),C,3,NO,3,Obbligatorio,Professoressa Associata,,LM20_C1
3068,ESERCITAZIONI C DI LINGUA CINESE AVANZATA PER LA GESTIONE AZIENDALE 1 MOD. 1_LM9_M-R,I Semestre,5591871,LM9,1,VENEZIA,Polo didattico San Basilio (Architettura temporanea),GGG,3,M-R,1,Obbligatorio,Collaboratore ed Esperto Linguistico,,LM9_GGG1
3069,ESERCITAZIONI C DI LINGUA CINESE AVANZATA PER LA GESTIONE AZIENDALE 1 MOD. 1_LM9_S-Z,I Semestre,5591871,LM9,1,VENEZIA,San Sebastiano,GGG,5,S-Z,1,Obbligatorio,Collaboratore ed Esperto Linguistico,,LM9_GGG1
3070,ESERCITAZIONI C DI LINGUA CINESE AVANZATA PER LA GESTIONE AZIENDALE 1 MOD. 1_LM9_D-L,I Semestre,5591871,LM9,1,VENEZIA,Polo didattico San Basilio (Architettura temporanea),GGG,3,D-L,1,Obbligatorio,Collaboratore ed Esperto Linguistico,,LM9_GGG1
3071,ESERCITAZIONI A DI LINGUA CINESE AVANZATA PER LA GESTIONE AZIENDALE 1 MOD. 1_LM9_A-L,I Semestre,5591871,LM9,1,VENEZIA,San Sebastiano,GGG,5,A-L,1,Obbligatorio,Collaboratore ed Esperto Linguistico,,LM9_GGG1
3072,ESERCITAZIONI A DI LINGUA CINESE AVANZATA PER LA GESTIONE AZIENDALE 1 MOD. 1_LM9_M-Z,I Semestre,5591871,LM9,1,VENEZIA,San Sebastiano,GGG,5,M-Z,1,Obbligatorio,Collaboratore ed Esperto Linguistico,,LM9_GGG1
3073,ESERCITAZIONI C DI LINGUA CINESE AVANZATA PER LA GESTIONE AZIENDALE 1 MOD. 1_LM9_A-C,I Semestre,5591871,LM9,1,VENEZIA,Polo didattico San Basilio (Architettura temporanea),GGG,3,A-C,1,Obbligatorio,Collaboratore ed Esperto Linguistico,,LM9_GGG1
3074,ESERCITAZIONI A DI LINGUA CINESE AVANZATA PER LA GESTIONE AZIENDALE 1 MOD. 2_LM9_M-Z,II Semestre,5591871,LM9,1,VENEZIA,San Sebastiano,GGG,5,M-Z,1,Obbligatorio,Collaboratore ed Esperto Linguistico,,LM9_GGG1
3075,ESERCITAZIONI C DI LINGUA CINESE AVANZATA PER LA GESTIONE AZIENDALE 1 MOD. 2_LM9_M-R,II Semestre,5591871,LM9,1,VENEZIA,San Sebastiano,GGG,5,M-R,1,Obbligatorio,Collaboratore ed Esperto Linguistico,,LM9_GGG1
3076,ESERCITAZIONI A DI LINGUA CINESE AVANZATA PER LA GESTIONE AZIENDALE 1 MOD. 2_LM9_A-L,II Semestre,5591871,LM9,1,VENEZIA,San Sebastiano,GGG,5,A-L,1,Obbligatorio,Collaboratore ed Esperto Linguistico,,LM9_GGG1
3077,ESERCITAZIONI C DI LINGUA CINESE AVANZATA PER LA GESTIONE AZIENDALE 1 MOD. 2_LM9_S-Z,II Semestre,5591871,LM9,1,VENEZIA,San Sebastiano,GGG,5,S-Z,1,Obbligatorio,Collaboratore ed Esperto Linguistico,,LM9_GGG1
3078,ESERCITAZIONI C DI LINGUA CINESE AVANZATA PER LA GESTIONE AZIENDALE 1 MOD. 2_LM9_D-L,II Semestre,5591871,LM9,1,VENEZIA,Polo didattico San Basilio (Architettura temporanea),GGG,3,D-L,1,Obbligatorio,Collaboratore ed Esperto Linguistico,,LM9_GGG1
3079,ESERCITAZIONI C DI LINGUA CINESE AVANZATA PER LA GESTIONE AZIENDALE 1 MOD. 2_LM9_A-C,II Semestre,5591871,LM9,1,VENEZIA,Polo didattico San Basilio (Architettura temporanea),GGG,3,A-C,1,Obbligatorio,Collaboratore ed Esperto Linguistico,,LM9_GGG1
3080,ECOLOGIA I E LABORATORIO DI METODI DI ANALISI DI SISTEMI ECOLOGICI - MOD. LABORATORIO_CT5,I Semestre,5590888,CT5,2,VENEZIA,Campus scientifico via Torino (edificio Delta),GGG,6,NO,1,Obbligatorio,Professore Associato,,CT5_GGG2
3081,ECOLOGIA I E LABORATORIO DI METODI DI ANALISI DI SISTEMI ECOLOGICI - MOD. ECOLOGIA I_CT5,I Semestre,5590888,CT5,2,VENEZIA,Campus scientifico via Torino (edificio Delta),GGG,7,NO,3,Obbligatorio,Professore Associato,,CT5_GGG2
3082,ECOLOGIA I E LABORATORIO DI METODI DI ANALISI DI SISTEMI ECOLOGICI - ATTIVITA' PRATICA DI LABORATORIO_CT5_Classe 2,I Semestre,5590888,CT5,2,VENEZIA,Campus scientifico via Torino (edificio Zeta),GGG,3,Classe 2,3,Obbligatorio,Professore Associato,,CT5_GGG2
3083,ECOLOGIA DEL RIPRISTINO AMBIENTALE_CM5,II Semestre,5590888,CM5,1,VENEZIA,Campus scientifico via Torino (edificio Delta),CAP,2,NO,3,Obbligatorio,Professore Associato,,CM5_CAP1
3084,METODOLOGIE DEL SERVIZIO SOCIALE 1_FT4,1° Periodo,24158687,FT4,2,,San Giobbe,GGG,4,NO,3,Obbligatorio,Docente a contratto,,FT4_GGG2
3085,METODOLOGIE DEL SERVIZIO SOCIALE 1 GRUPPO DI LAVORO_FT4_Classe 3,1° Periodo,26373105,FT4,2,,Palazzo Moro,GGG,3,Classe 3,1,Obbligatorio,Docente a contratto,,FT4_GGG2
3086,METODOLOGIE DEL SERVIZIO SOCIALE 1 GRUPPO DI LAVORO_FT4_Classe 2,1° Periodo,26373105,FT4,2,,Palazzo Moro,GGG,3,Classe 2,1,Obbligatorio,Docente a contratto,,FT4_GGG2
3087,METODOLOGIE DEL SERVIZIO SOCIALE 1 GRUPPO DI LAVORO_FT4_Classe 1,1° Periodo,26373105,FT4,2,,Palazzo Moro,GGG,3,Classe 1,1,Obbligatorio,Docente a contratto,,FT4_GGG2
3088,METODOLOGIE DEL SERVIZIO SOCIALE 2 GRUPPO DI LAVORO_FT4_Classe 3,2° Periodo,26603229,FT4,2,,Palazzo Moro,GGG,2,Classe 3,1,Obbligatorio,Docente a contratto,,FT4_GGG2
3089,METODOLOGIE DEL SERVIZIO SOCIALE 2 GRUPPO DI LAVORO_FT4_Classe 2,2° Periodo,26603229,FT4,2,,Palazzo Moro,GGG,2,Classe 2,1,Obbligatorio,Docente a contratto,,FT4_GGG2
3090,METODOLOGIE DEL SERVIZIO SOCIALE 2_FT4,2° Periodo,6873504,FT4,2,,San Sebastiano,GGG,5,NO,3,Obbligatorio,Docente a contratto,,FT4_GGG2
3091,METODOLOGIE DEL SERVIZIO SOCIALE 2 GRUPPO DI LAVORO_FT4_Classe 1,2° Periodo,6873504,FT4,2,,Palazzo Moro,GGG,3,Classe 1,1,Obbligatorio,Docente a contratto,,FT4_GGG2
3092,DIMENSIONI INNOVATIVE E INTERNAZIONALI DEL SERVIZIO SOCIALE II_FM8,2° Periodo,6873504,FM8,2,,San Sebastiano,SSO,5,NO,3,a scelta,Docente a contratto,,FM8_SSO2
3093,SALUTE E SANITA' PUBBLICA_FT4,3° Periodo,26355864,FT4,3,,Polo didattico San Basilio (Magazzino 5),GGG,3,NO,3,Obbligatorio,Docente a contratto,,FT4_GGG3
3094,ADVANCED INSTRUMENTS FOR SUSTAINABLE FINANCE AND IMPACT FINANCING-2_EM15,4° Periodo,5591662,EM15,1,VENEZIA,San Giobbe,SFI,4,NO,3,Obbligatorio,Professoressa Associata,,EM15_SFI1
3095,ADVANCED INSTRUMENTS FOR SUSTAINABLE FINANCE AND IMPACT FINANCING-1_EM15,3° Periodo,5591662,EM15,1,VENEZIA,San Giobbe,SFI,7,NO,3,Obbligatorio,Professoressa Associata,,EM15_SFI1
3096,MATEMATICA PER L'ECONOMIA E LA FINANZA_ET30_A-La ,3° Periodo,5591662,ET30,2,TREVISO,Treviso - Palazzo San Paolo,CE,7,A-La ,3,Obbligatorio,Professoressa Associata,,ET30_CE2
3097,FINANCIAL MATHEMATICS_ET4,4° Periodo,5591662,ET4,2,VENEZIA,San Giobbe,M00,5,NO,3,Obbligatorio,Professoressa Associata,,ET4_M002
3098,ECONOMICS OF INEQUALITY_EM20,3° Periodo,5591334,EM20,2,VENEZIA,San Giobbe,QEM,3,NO,3,a scelta,Professore Ordinario,,EM20_QEM2
3099,ECONOMICS OF INEQUALITY_EM15,3° Periodo,5591334,EM15,2,VENEZIA,San Giobbe,QEM,3,NO,3,a scelta,Professore Ordinario,,EM15_QEM2
3100,MICROECONOMICS 1_R204,I Semestre,5591334,R204,1,VENEZIA,San Giobbe,GGG,5,NO,3,Obbligatorio,Professore Ordinario,,R204_GGG1
3101,CHIMICA ANALITICA E LABORATORIO - MOD. CHIMICA ANALITICA_CT5,I Semestre,5590885,CT5,2,VENEZIA,Campus scientifico via Torino (edificio Delta),GGG,7,NO,3,Obbligatorio,Professore Ordinario,,CT5_GGG2
3102,CHIMICA ANALITICA_CM10,II Semestre,5590885,CM10,1,VENEZIA,Campus scientifico via Torino (edificio Delta),GGG,6,NO,3,Obbligatorio,Professore Ordinario,,CM10_GGG1
3103,TECNICHE ANALITICHE AVANZATE E LABORATORIO - MOD.2_CM7,II Semestre,5590885,CM7,1,,Campus scientifico via Torino (edificio Zeta),CM7C,3,NO,3,Obbligatorio,Professore Ordinario,,CM7_CM7C1
3104,CHRISTIANITY AND ECOLOGY_LM10,II Semestre,1000001,LM10,2,VENEZIA,Palazzo Moro,GGG,3,NO,3,a scelta,-,,LM10_GGG2
3105,LABORATORIO DI SCRITTURA STORICA_FT5_B,3° Periodo,1000001,FT5,3,VENEZIA,San Sebastiano,ANT,2,B,3,a scelta,-,,FT5_ANT3
3106,NORTH AMERICA CHRISTIANITY SP_FM7,4° Periodo,1000001,FM7,3,VENEZIA,San Sebastiano,GGG,4,NO,3,a scelta,-,,FM7_GGG3
3107,HISTORY OF NORTH AMERICAN CHRISTIANITY IN CONTEMPORARY ERA_LM3,4° Periodo,1000001,LM3,1,,San Sebastiano,C,4,NO,3,a scelta,-,,LM3_C1
3108,INFORMATICA PER LO STUDIO DEL LATINO_FM2,I Semestre,5592099,FM2,3,VENEZIA,San Sebastiano,A00,5,NO,3,a scelta,Docente emerito,,FM2_A003
3109,INFORMATICA PER LO STUDIO DEL LATINO_FM4,I Semestre,5592099,FM4,3,VENEZIA,San Sebastiano,MED,5,NO,3,a scelta,Docente emerito,,FM4_MED3
3110,I LINGUAGGI DELLA POLITICA (PAESI ARABI)_FM10,I Semestre,5591689,FM10,3,VENEZIA,San Sebastiano,SG,2,NO,3,a scelta,Professore Associato,,FM10_SG3
3111,I LINGUAGGI DELLA POLITICA (PAESI ARABI)_LM40,I Semestre,5591689,LM40,1,VENEZIA,San Sebastiano,LIPEA,2,NO,3,a scelta,Professore Associato,,LM40_LIPEA1
3112,ISLAMOLOGIA MOD.1_LT40,I Semestre,5591689,LT40,1,VENEZIA,San Sebastiano,VMO,5,NO,3,a scelta,Professore Associato,,LT40_VMO1
3113,ISLAMOLOGIA MOD.2_LT40,II Semestre,5591689,LT40,3,VENEZIA,Rio Nuovo,SCI,4,NO,3,a scelta,Professore Associato,,LT40_SCI3
